S.No,STATE,DISTRICT,Rainfall(mm),Total Geographical Area (ha),Rainfall Recharge,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham)),Total Ground Water Availability in Unconfined Aquifier (ham)-Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)-Saline,Total Ground Water Availability in Unconfined Aquifier (ham)- Fresh,Total Ground Water Availability in Unconfined Aquifier (ham)- Saline,Total Ground Water Availability in the area (ham)-Fresh,Total Ground Water Availability in the area (ham)-Saline
552,TAMILNADU,CHENNAI,1321,44628,8083,10217,10217,921,9296,11609,124,10458,835,0,0,9296,0,9296,0
553,TAMILNADU,COIMBATORE,960,367097,24223,60383,60383,5961,54421,47180,86,5832,22168,138998,0,193420,0,193420,0
554,TAMILNADU,CUDDALORE,1262,364674,57521,111824,111824,10884,100940,65583,64,3360,41022,0,0,100940,0,100940,0
555,TAMILNADU,DHARMAPURI,868,342998,24282,47810,47810,4781,43029,41074,95,1522,5615,0,0,43029,0,43029,0
556,TAMILNADU,DINDIGUL,934,626664,27301,62166,62166,6078,56087,62174,110,4055,10109,0,0,56087,0,56087,0
557,TAMILNADU,ERODE,716,347765,17671,73605,73605,7236,66369,54124,81,18347,12329,0,0,66369,0,66369,0
558,TAMILNADU,KALLAKURICHCHI,1111,315545,27997,67131,67131,6097,61034,50907,83,1542,12474,0,0,61034,0,61034,0
559,TAMILNADU,KANCHEEPURAM,1267,170479,16343,57920,57920,5665,52255,25835,49,929,25936,0,0,52255,0,52255,0
560,TAMILNADU,KANNIYAKUMARI,1260,117817,8789,32933,32933,3293,29640,4940,16,1201,24681,0,0,29640,0,29640,0
561,TAMILNADU,KARUR,648,289556,13382,34015,34015,3220,30795,29831,96,1102,7663,0,0,30795,0,30795,0
562,TAMILNADU,KRISHNAGIRI,792,407556,19715,48402,48402,4516,43886,42081,95,1748,5690,4633211,0,4677097,0,4677097,0
563,TAMILNADU,MADURAI,852,361667,25645,78705,78705,7546,73366,49119,66,6197,25741,0,0,73366,0,73366,0
564,TAMILNADU,MAYILADUTHURAI,1317,117358,7102,40125,40125,4012,36112,51113,123,2989,2666,0,0,35536,575,35536,575
565,TAMILNADU,NAGAPATTINAM,0,153843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,TAMILNADU,NAMAKKAL,747,294211,26321,59780,59780,5563,54217,60918,112,6186,9966,0,0,54217,0,54217,0
567,TAMILNADU,PERAMBALUR,829,168696,9833,25321,25321,2421,22900,25062,109,855,7573,0,0,22900,0,22900,0
568,TAMILNADU,PUDUKKOTTAI,943,450476,38958,99573,99573,9913,89659,44400,50,1943,42144,0,0,87294,2364,87294,2364
569,TAMILNADU,RAMANATHAPURAM,714,408957,33450,49080,49080,4904,44176,5386,10,1437,38489,0,0,43770,405,43770,405
570,TAMILNADU,RANIPET,995,175601,14705,28341,28341,2511,25829,22927,88,1477,3394,0,0,25829,0,25829,0
571,TAMILNADU,SALEM,896,417426,20903,52995,52995,5299,47696,69990,146,2324,9705,0,0,47696,0,47696,0
572,TAMILNADU,SIVAGANGAI,875,418900,30227,66038,66038,6344,59693,17582,29,2249,41324,42332,0,102026,0,102026,0
573,TAMILNADU,TENKASI,801,288243,13555,58059,58059,5675,52384,40164,76,932,21602,64290,0,116674,0,116674,0
574,TAMILNADU,THANJAVUR,1016,339658,65218,104762,104762,10408,94354,95117,100,20705,11705,0,0,94354,0,94354,0
575,TAMILNADU,THE NILGIRIS,1802,254484,14224,14741,14741,1474,13267,902,6,2762,10372,0,0,13267,0,13267,0
576,TAMILNADU,THENI,1269,257654,10954,31406,31406,3140,28266,21636,76,912,8504,0,0,28266,0,28266,0
577,TAMILNADU,THIRUVARUR,852,209709,7779,32909,32909,3290,29618,14338,67,3605,9087,0,0,21323,8295,21323,8295
578,TAMILNADU,THOOTHUKUDI,654,463601,23498,68729,68729,6715,62013,21614,34,1501,39666,0,0,62013,0,62013,0
579,TAMILNADU,TIRUCHIRAPPALLI,742,420777,20128,80486,80486,7993,72493,52991,73,9581,29826,0,0,72493,0,72493,0
580,TAMILNADU,TIRUNELVELI,1971,388145,40368,83678,83678,7890,75788,32748,43,1215,42779,80710,0,156498,0,156498,0
581,TAMILNADU,TIRUPATHUR,856,116180,6155,10037,10037,1003,9033,12575,139,1960,116,0,0,9033,0,9033,0
582,TAMILNADU,TIRUPPUR,629,472629,17672,62009,62009,6065,55944,46783,83,3104,11072,204507,0,260451,0,260451,0
583,TAMILNADU,TIRUVALLUR,1263,323954,55873,89392,89392,7924,81467,43485,54,4401,33663,0,0,78655,2812,78655,2812
584,TAMILNADU,TIRUVANNAMALAI,1069,479405,28997,121599,121599,11453,110146,91275,82,8196,23841,2161364,0,2271510,0,2271510,0
585,TAMILNADU,VELLORE,967,132023,7761,16999,16999,1664,15335,18629,121,2864,647,0,0,15335,0,15335,0
586,TAMILNADU,VILLUPURAM,966,379169,41807,103094,103094,9669,93425,81585,87,3726,15622,0,0,93425,0,93425,0
587,TAMILNADU,VIRUDHUNAGAR,793,432941,20273,82588,82588,7852,74736,41700,55,487,34213,0,0,74736,0,74736,0
588,TELANGANA,Adilabad,1164,415300,26523,61056,61056,5815,55241,19730,35,3462,35525,0,0,55322,0,55322,0
589,TELANGANA,Bhadradri Kothagudem,1188,748234,64933,109164,109164,10448,98716,31286,31,4135,70127,0,0,100956,0,100956,0
590,TELANGANA,Hanumakonda,976,167421,13179,52862,52862,5208,47653,28780,60,1703,20194,0,0,48106,0,48106,0
591,TELANGANA,Hyderabad,830,21782,1356,6414,6414,609,5804,5966,102,5962,862,71198,0,77003,0,77003,0
592,TELANGANA,Jagtial,1031,298479,19751,56992,56992,5687,51304,20637,40,1609,29450,0,0,54334,0,54334,0
593,TELANGANA,Jangaon,893,215370,14780,38258,38258,3699,34559,19973,57,1529,14625,0,0,34617,0,34617,0
594,TELANGANA,Jayashankar Bhupalapally,1074,236301,20589,44245,44245,4244,40000,17198,42,636,23497,0,0,40071,0,40071,0
595,TELANGANA,Jogulamba Gadwal,578,261041,11971,39695,39695,3934,35761,12390,34,745,23068,0,0,35762,0,35762,0
596,TELANGANA,Kamareddy,1003,366677,31987,68324,68324,6454,61869,32342,52,2000,28826,128966,0,197886,0,197886,0
597,TELANGANA,Karimnagar,907,210981,15961,98770,98770,9743,89026,24690,27,1199,64493,0,0,89373,0,89373,0
598,TELANGANA,Khammam,1042,436128,36392,103571,103571,9984,93586,42533,45,4418,51934,0,0,93586,0,93586,0
599,TELANGANA,Komarambheem Asifabad,1154,429544,33482,66118,66118,6363,59754,9510,15,860,49699,0,0,64155,0,64155,0
600,TELANGANA,Mahabubabad,1112,343571,29105,62398,62398,6240,56158,30433,54,1645,25830,0,0,56158,0,56158,0
601,TELANGANA,Mahabubnagar,657,265350,15247,34774,34774,3246,31527,22248,70,1747,9334,0,0,31527,0,31527,0
602,TELANGANA,Mancherial,1045,410526,34109,96026,96026,9157,86868,24489,28,668,58358,0,0,90662,0,90662,0
603,TELANGANA,Medak,868,275129,19124,48389,48389,4441,43947,27892,63,1376,17194,0,0,44388,0,44388,0
604,TELANGANA,Medchal Malkajgiri,767,108713,5442,10483,10483,1018,9464,6786,71,4474,3732,212978,0,222443,0,222443,0
605,TELANGANA,Mulug,1375,302641,33194,59466,59466,5549,53916,12617,23,824,38988,0,0,53917,0,53917,0
606,TELANGANA,Nagarkurnool,667,635840,31995,80897,80897,7992,72905,31822,43,1805,41623,232050,0,304974,0,304974,0
607,TELANGANA,Nalgonda,697,712103,41435,121181,121181,11841,109340,57243,52,5188,54607,349889,0,459317,0,459317,0
608,TELANGANA,Narayanpet,549,231810,11263,28814,28814,2825,25989,11277,43,1087,14311,0,0,27761,0,27761,0
609,TELANGANA,Nirmal,1056,362829,27423,70612,70612,6676,63935,23282,36,1420,40673,0,0,64990,0,64990,0
610,TELANGANA,Nizamabad,987,427709,36575,104014,104014,9587,94427,52714,55,4074,36110,346082,0,441710,0,441710,0
611,TELANGANA,Peddapalle,1013,216818,16581,49494,49494,4739,44754,20310,45,1813,24901,0,0,53797,0,53797,0
612,TELANGANA,Rajanna Siricilla,1144,190382,17792,50675,50675,4868,45807,28409,62,231,17284,0,0,45807,0,45807,0
613,TELANGANA,Rangareddy,715,504873,30365,57721,57721,5562,52159,34673,66,5334,18777,550861,0,603021,0,603021,0
614,TELANGANA,Sangareddy,861,448974,30331,41385,41385,3868,37516,19407,51,2808,18672,0,0,37516,0,37516,0
615,TELANGANA,Siddipet,784,365178,23728,66493,66493,5876,60617,40816,67,341,20197,97499,0,158116,0,158116,0
616,TELANGANA,Suryapet,780,361584,23069,62661,62661,5929,56731,20896,36,2029,35574,284377,0,345222,0,345222,0
617,TELANGANA,Vikarabad,809,367399,23187,52979,52979,5296,47682,19945,41,1699,27683,144846,0,192528,0,192528,0
618,TELANGANA,Wanaparthy,630,219022,4281,64211,64211,6399,57811,23445,40,2387,26978,102694,0,166520,0,166520,0
619,TELANGANA,Warangal,959,176610,13035,50748,50748,4838,45910,25234,54,1503,20980,0,0,46297,0,46297,0
620,TELANGANA,Yadadri Bhuvanagiri,742,345447,23506,81377,81377,7844,73533,47658,64,2816,30396,241908,0,318882,0,318882,0
621,TRIPURA,DHALAI,2433,231489,21205,22711,20277,2271,18006,1091,6,1012,16858,130216,0,148223,0,148223,0
622,TRIPURA,GOMATI,2187,161705,19946,23871,21990,2387,19603,1068,5,935,18503,142575,0,162179,0,162179,0
623,TRIPURA,KHOWAI,2223,101245,9851,12237,11946,1059,10887,1012,9,679,9856,64386,0,75273,0,75273,0
624,TRIPURA,NORTH TRIPURA,2537,135792,12433,13721,11296,1372,9924,1049,10,1049,8831,71806,0,81731,0,81731,0
625,TRIPURA,SEPAHIJALA,2051,104392,14748,18891,16975,1889,15086,1791,11,1056,13265,116082,0,131168,0,131168,0
626,TRIPURA,SOUTH TRIPURA,2450,151201,21448,25732,23074,2573,20501,1256,6,988,19211,126775,0,147277,0,147277,0
627,TRIPURA,UNAKOTI,2376,65703,8895,10448,9919,929,8989,691,7,699,8269,53564,0,62553,0,62553,0
628,TRIPURA,WEST TRIPURA,2022,97642,13982,17675,16681,1666,15014,3224,21,2315,11713,100289,0,115303,0,115303,0
629,UTTAR PRADESH,AGRA,614,394717,38315,89131,89131,8612,80518,94444,117,11660,4498,0,0,80518,0,80518,0
630,UTTAR PRADESH,ALIGARH,667,380843,48702,99228,99228,7941,91286,73007,79,12629,20664,0,0,91286,0,91286,0
631,UTTAR PRADESH,AMBEDKAR NAGAR,1013,245898,53130,80543,80543,8054,72488,45553,62,6670,26658,0,0,72488,0,72488,0
632,UTTAR PRADESH,AMETHI,853,232992,41774,89771,89771,8661,81110,53262,65,5243,27616,0,0,81110,0,81110,0
633,UTTAR PRADESH,AMROHA,902,214903,40464,55527,55527,5220,50307,48240,95,5188,4489,0,0,50307,0,50307,0
634,UTTAR PRADESH,AURAIYA,624,209427,27581,68126,68126,6812,61313,38181,62,3041,23037,0,0,61313,0,61313,0
635,UTTAR PRADESH,AYODHYA,952,252201,50656,95269,95269,9526,85742,53415,62,7822,31763,0,0,85742,0,85742,0
636,UTTAR PRADESH,AZAMGARH,913,417119,78955,140317,140317,13163,127154,75508,59,14836,50643,0,0,127154,0,127154,0
637,UTTAR PRADESH,BAGPAT,674,135138,17341,36373,36373,3637,32735,31407,95,2597,3679,0,0,32735,0,32735,0
638,UTTAR PRADESH,BAHRAICH,1158,438725,85877,148939,148939,9345,139593,82599,59,10470,56386,0,0,139593,0,139593,0
639,UTTAR PRADESH,BALLIA,922,292700,56638,95436,95436,9543,85893,53641,62,8772,31747,0,0,85893,0,85893,0
640,UTTAR PRADESH,BALRAMPUR,1065,334857,62232,98039,98039,6843,91195,52254,57,6750,38470,0,0,91195,0,91195,0
641,UTTAR PRADESH,BANDA,943,440460,50435,73301,73301,6850,66450,43989,66,4256,22233,0,0,66450,0,66450,0
642,UTTAR PRADESH,BARABANKI,978,389132,78573,210506,210506,19707,190799,118465,62,9670,71783,0,0,190799,0,190799,0
643,UTTAR PRADESH,BAREILLY,877,412000,73476,125028,125028,10788,114240,82765,72,14209,32942,0,0,114240,0,114240,0
644,UTTAR PRADESH,BASTI,1110,293807,67940,83453,83453,8056,75397,49332,65,6902,25737,0,0,75397,0,75397,0
645,UTTAR PRADESH,BIJNOR,1053,458903,97985,148761,148761,13642,135119,95093,70,8345,39686,0,0,135119,0,135119,0
646,UTTAR PRADESH,BUDAUN,784,423788,65662,82431,82431,6280,76150,63190,82,8346,14088,0,0,76150,0,76150,0
647,UTTAR PRADESH,BULANDSHAHAR,673,360947,44643,158045,158045,12652,145393,138101,94,6412,13923,0,0,145393,0,145393,0
648,UTTAR PRADESH,CHANDAULI,949,188369,31108,56804,56804,5382,51421,29578,57,4896,21643,0,0,51421,0,51421,0
649,UTTAR PRADESH,CHITRAKOOT,943,300665,32296,43872,43872,3825,40047,33169,82,2834,6675,0,0,40047,0,40047,0
650,UTTAR PRADESH,DEORIA,1019,253800,52459,147163,147163,12996,134166,83718,62,6846,50214,0,0,134166,0,134166,0
651,UTTAR PRADESH,ETAH,658,242757,31068,86569,86569,8130,78438,56961,72,4840,21303,0,0,78438,0,78438,0
652,UTTAR PRADESH,ETAWAH,587,240301,27439,71257,71257,6551,64705,33923,52,3431,30634,0,0,64705,0,64705,0
653,UTTAR PRADESH,FARRUKHABAD,753,220623,30877,47064,47064,3462,43601,32368,74,4244,11025,0,0,43601,0,43601,0
654,UTTAR PRADESH,FATEHPUR,746,425255,60709,116584,116584,9982,106602,80046,75,7940,28472,0,0,106602,0,106602,0
655,UTTAR PRADESH,FIROZABAD,656,241953,31311,80556,80556,8055,72500,76814,105,7151,8186,0,0,72500,0,72500,0
656,UTTAR PRADESH,G.B.NAGAR,537,144273,13950,49626,49626,4962,44663,47817,107,1602,1813,0,0,44663,0,44663,0
657,UTTAR PRADESH,GHAZIABAD,729,116914,16097,42822,42822,4282,38539,47805,124,7936,2062,0,0,38539,0,38539,0
658,UTTAR PRADESH,GHAZIPUR,853,330052,59027,105416,105416,9762,95654,56303,58,7362,39002,0,0,95654,0,95654,0
659,UTTAR PRADESH,GONDA,1047,399609,78660,122252,122252,9280,112972,69238,61,10644,43028,0,0,112972,0,112972,0
660,UTTAR PRADESH,GORAKHPUR,1338,321087,74592,173978,173978,14940,159038,101424,63,9998,57154,0,0,159038,0,159038,0
661,UTTAR PRADESH,HAMIRPUR,735,381540,32779,45654,45654,4308,41346,27837,67,2268,13454,0,0,41346,0,41346,0
662,UTTAR PRADESH,HAPUR,788,114481,18497,50281,50281,3645,46636,44644,95,3,1991,0,0,46636,0,46636,0
663,UTTAR PRADESH,HARDOI,816,594843,98087,177857,177857,16072,161785,98959,61,9183,62388,0,0,161785,0,161785,0
664,UTTAR PRADESH,HATHRAS,618,183799,22819,72701,72701,7270,65431,61473,93,4390,8677,0,0,65431,0,65431,0
665,UTTAR PRADESH,JALAUN,687,456583,65326,103736,103736,9969,93767,52259,55,4509,41365,0,0,93767,0,93767,0
666,UTTAR PRADESH,JAUNPUR,901,399094,69133,131093,131093,11918,119174,83626,70,14572,34772,0,0,119174,0,119174,0
667,UTTAR PRADESH,JHANSI,764,502400,32707,74157,74157,6798,67359,44072,65,3439,23090,0,0,67359,0,67359,0
668,UTTAR PRADESH,KANNAUJ,714,214346,24960,59543,59543,5292,54250,42762,78,4685,16936,0,0,54250,0,54250,0
669,UTTAR PRADESH,KANPUR DEHAT,670,323737,43417,81343,81343,7782,73560,52529,71,4202,20918,0,0,73560,0,73560,0
670,UTTAR PRADESH,KANPUR NAGAR,709,309483,43580,87856,87856,7830,80026,63283,79,8284,16603,0,0,80026,0,80026,0
671,UTTAR PRADESH,KASGANJ,724,199388,27416,73299,73299,6712,66587,46651,70,4325,19682,0,0,66587,0,66587,0
672,UTTAR PRADESH,KAUSHAMBI,846,178001,31767,51407,51407,5140,46266,37079,80,4995,10236,0,0,46266,0,46266,0
673,UTTAR PRADESH,KUSHI NAGAR,1112,287378,49299,173784,173784,16769,157015,81590,51,9454,74799,0,0,157015,0,157015,0
674,UTTAR PRADESH,LAKHIMPUR KHERI,1130,655505,139912,227979,227979,17663,210316,130415,62,13690,78628,0,0,210316,0,210316,0
675,UTTAR PRADESH,LALITPUR,909,503923,16130,39658,39658,3319,36339,30579,84,3775,5506,0,0,36339,0,36339,0
676,UTTAR PRADESH,LUCKNOW,879,245286,41891,83039,83039,6403,76635,50944,66,13872,25816,0,0,76635,0,76635,0
677,UTTAR PRADESH,MAHOBA,809,229341,9414,30635,30635,2792,27843,25578,91,1212,3218,0,0,27843,0,27843,0
678,UTTAR PRADESH,MAHRAJGANJ,1389,247760,69228,112828,112828,9237,103591,66356,64,7698,36767,0,0,103591,0,103591,0
679,UTTAR PRADESH,MAINPURI,659,276072,38118,95311,95311,9076,86235,63375,73,5240,24311,0,0,86235,0,86235,0
680,UTTAR PRADESH,MATHURA,556,336078,36380,138900,138900,10969,127931,92299,72,6972,36892,0,0,127931,0,127931,0
681,UTTAR PRADESH,MAUNATH BHANJAN,897,171624,31453,51145,51145,4494,46650,30258,64,7033,15868,0,0,46650,0,46650,0
682,UTTAR PRADESH,MEERUT,856,281049,45483,84453,84453,6762,77691,59761,76,9910,19784,0,0,77691,0,77691,0
683,UTTAR PRADESH,MIRZAPUR,1003,452085,26962,62568,62568,5508,57060,35265,61,7319,21396,0,0,57060,0,57060,0
684,UTTAR PRADESH,MORADABAD,902,224944,41850,70856,70856,6442,64413,54661,84,11109,12714,0,0,64413,0,64413,0
685,UTTAR PRADESH,MUZAFFARNAGAR,869,275666,47940,111445,111445,8633,102812,79593,77,7242,24128,0,0,102812,0,102812,0
686,UTTAR PRADESH,PILIBHIT,1244,336959,75538,119729,119729,11972,107756,67650,62,5768,39833,0,0,107756,0,107756,0
687,UTTAR PRADESH,PRATAPGARH,837,371743,64345,141696,141696,12168,129527,99523,76,8699,29635,0,0,129527,0,129527,0
688,UTTAR PRADESH,PRAYAGRAJ,843,547000,73683,143024,143024,14038,128986,93790,72,16988,36429,0,0,128986,0,128986,0
689,UTTAR PRADESH,RAIBARELI,748,392458,56874,124226,124226,9250,114976,65843,57,7673,48687,0,0,114976,0,114976,0
690,UTTAR PRADESH,RAMPUR,1051,229790,48735,81314,81314,7026,74288,53147,71,5579,20842,0,0,74288,0,74288,0
691,UTTAR PRADESH,SAHARANPUR,1102,368941,90875,150153,150153,12934,137219,132755,96,7702,21476,0,0,137219,0,137219,0
692,UTTAR PRADESH,SAMBHAL,784,241520,38992,47708,47708,4269,43439,38185,87,6263,4940,0,0,43439,0,43439,0
693,UTTAR PRADESH,SANT KABIR NAGAR,1253,164699,43464,53971,53971,5397,48574,29277,60,4631,19058,0,0,48574,0,48574,0
694,UTTAR PRADESH,SANT RAVIDAS NAGAR,949,101500,18566,87848,87848,8784,79063,62897,79,3648,16040,0,0,79063,0,79063,0
695,UTTAR PRADESH,SHAHJAHANPUR,898,458131,91439,134522,134522,10734,123787,79844,64,9152,43326,0,0,123787,0,123787,0
696,UTTAR PRADESH,SHAMLI,869,136126,23665,46970,46970,3262,43708,44275,101,3066,1741,0,0,43708,0,43708,0
697,UTTAR PRADESH,SHRAWASTI,1184,185782,44898,57550,57550,5071,52479,30016,57,3632,22140,0,0,52479,0,52479,0
698,UTTAR PRADESH,SIDDHARTH NAGAR,1158,289503,69788,96469,96469,8322,88147,56683,64,8079,30896,0,0,88147,0,88147,0
699,UTTAR PRADESH,SITAPUR,991,574695,98708,207187,207187,19153,188033,107842,57,12255,79405,0,0,188033,0,188033,0
700,UTTAR PRADESH,SONBHADRA,973,680957,15475,57363,57363,5595,51768,26334,50,4730,25103,0,0,51768,0,51768,0
701,UTTAR PRADESH,SULTANPUR,887,265381,49237,94429,94429,9442,84986,52412,61,6567,32276,0,0,84986,0,84986,0
702,UTTAR PRADESH,UNNAO,765,460234,66500,174631,174631,16464,158167,97211,61,9372,60364,0,0,158167,0,158167,0
703,UTTAR PRADESH,VARANASI,925,160532,28731,51219,51219,4588,46631,41171,88,10946,8726,0,0,46631,0,46631,0
704,UTTARAKHAND,DEHRADUN,2183,187492,53918,56714,56714,5671,51042,20402,39,8502,30115,0,0,51042,0,51042,0
705,UTTARAKHAND,HARIDWAR,1020,229309,31880,47490,47490,3933,43557,28488,65,6703,10902,0,0,43557,0,43557,0
706,UTTARAKHAND,NAINITAL,1711,236547,21746,30035,30035,3003,27032,14064,52,4081,12849,0,0,27032,0,27032,0
707,UTTARAKHAND,UDHAMSINGH NAGAR,1465,267065,59392,79611,79611,4836,74774,42192,56,7031,28764,0,0,74774,0,74774,0
708,WEST BENGAL,ALIPURDUAR,3468,237597,124234,129084,129084,12908,116176,12948,11,3688,102957,2817928,0,2934104,0,2934104,0
709,WEST BENGAL,BANKURA,1332,688001,114779,159264,159264,13072,146192,59335,40,8983,88231,793907,0,940099,0,940099,0
710,WEST BENGAL,BIRBHUM,1392,454809,88718,114059,114059,9112,104947,34355,32,8967,70160,433930,0,538878,0,538878,0
711,WEST BENGAL,DAKSHIN DINAJPUR,1584,224036,79079,114098,114098,11165,102933,62207,60,4075,40615,585457,0,688390,0,688390,0
712,WEST BENGAL,DARJILING,3118,223231,41439,43104,43104,4310,38794,6365,16,3731,32095,647124,0,685918,0,685918,0
713,WEST BENGAL,HAORA,1600,132355,20324,22626,22626,1703,20923,4270,20,3101,16228,177012,0,197935,0,197935,0
714,WEST BENGAL,HUGLI,1476,300371,97444,130600,130600,12226,118374,63518,53,11179,54901,886440,0,1004814,0,1004814,0
715,WEST BENGAL,JALPAIGURI,3468,340219,181004,188358,188358,18835,169522,20590,12,8767,146556,4979336,0,5148859,0,5148859,0
716,WEST BENGAL,JHARGRAM,1535,302060,87674,101570,101570,8001,93568,23313,24,2909,70166,434745,0,528313,0,528313,0
717,WEST BENGAL,KALIMPONG,3118,105360,3714,4002,4002,400,3602,64,1,62,3536,114209,0,117811,0,117811,0
718,WEST BENGAL,KOCH BIHAR,3286,339637,166743,207326,207326,20732,186593,86083,46,7285,100188,5223045,0,5409639,0,5409639,0
719,WEST BENGAL,KOLKATTA,1623,18700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,WEST BENGAL,MALDA,1447,323886,94424,117832,117832,10679,107153,38415,35,11251,67789,1887875,0,1995028,0,1995028,0
721,WEST BENGAL,MURSHIDABAD,1433,513338,142348,196754,196754,15844,180910,109525,60,25470,69208,1295331,0,1476241,0,1476241,0
722,WEST BENGAL,NADIA,1443,379789,120704,189998,189998,17219,172778,147179,85,12202,24862,2486952,0,2659730,0,2659730,0
723,WEST BENGAL,NORTH 24 PARGANAS,1623,387233,96390,153179,153179,10876,142302,99208,69,14196,41892,1356354,0,1498657,0,1498657,0
724,WEST BENGAL,PASCHIM BARDDHAMAN,1348,159165,19648,24882,24882,2274,22608,11231,49,5287,11184,285693,0,308301,0,308301,0
725,WEST BENGAL,PASCHIM MEDINIPUR,1535,631677,188109,241323,241323,22478,218845,116287,53,12307,102252,1231134,0,1449980,0,1449980,0
726,WEST BENGAL,PURBA BARDDHAMAN,1348,543269,148366,204733,204733,18219,186513,96391,51,11788,91176,1166596,0,1353110,0,1353110,0
727,WEST BENGAL,PURBA MEDINIPUR,1669,380995,56117,67116,67116,6711,60404,21969,36,5247,38035,369864,0,430269,0,430269,0
728,WEST BENGAL,PURULIYA,1363,619313,39274,58576,58576,5718,52857,9367,17,7635,43083,131930,0,184788,0,184788,0
729,WEST BENGAL,SOUTH 24 PARGANAS,1623,551301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,WEST BENGAL,UTTAR DINAJPUR,1912,319283,94334,120484,120484,10286,110198,52401,47,8742,57188,2396872,0,2507071,0,2507071,0
